session_id,day,total_pnl,emerald_pnl,tomato_pnl,total_slope_per_step,total_r2,emerald_slope_per_step,emerald_r2,tomato_slope_per_step,tomato_r2,product_stats_json
48,-1,101419.79999999993,0.0,0.0,10.135421937483414,0.9998220443298621,0.0,0.0,0.0,0.0,"{""ASH_COATED_OSMIUM"":{""pnl"":18707.0,""cash"":-611356.0,""position"":63,""slope_per_step"":1.8021221193752213,""r_squared"":0.9956536648429415},""INTARIAN_PEPPER_ROOT"":{""pnl"":82712.79999999993,""cash"":-781280.0,""position"":72,""slope_per_step"":8.333299818108193,""r_squared"":0.9999816197554272}}"
49,0,99628.0,0.0,0.0,10.072160192778773,0.9998152497641937,0.0,0.0,0.0,0.0,"{""INTARIAN_PEPPER_ROOT"":{""pnl"":83119.0,""cash"":-956873.0,""position"":80,""slope_per_step"":8.390670976161905,""r_squared"":0.9999870278711361},""ASH_COATED_OSMIUM"":{""pnl"":16509.0,""cash"":-683561.0,""position"":70,""slope_per_step"":1.6814892166168922,""r_squared"":0.9948987922459425}}"
50,1,100156.0,0.0,0.0,10.086773359954124,0.999914668090424,0.0,0.0,0.0,0.0,"{""INTARIAN_PEPPER_ROOT"":{""pnl"":83146.0,""cash"":-1036846.0,""position"":80,""slope_per_step"":8.400342717599822,""r_squared"":0.9999778183579596},""ASH_COATED_OSMIUM"":{""pnl"":17010.0,""cash"":-663058.0,""position"":68,""slope_per_step"":1.6864306423543065,""r_squared"":0.9984527927004571}}"
51,-1,99093.0,0.0,0.0,9.962640984928795,0.9998241611034128,0.0,0.0,0.0,0.0,"{""INTARIAN_PEPPER_ROOT"":{""pnl"":83050.0,""cash"":-876942.0,""position"":80,""slope_per_step"":8.353156375993944,""r_squared"":0.9999898111940778},""ASH_COATED_OSMIUM"":{""pnl"":16043.0,""cash"":-694028.0,""position"":71,""slope_per_step"":1.609484608934846,""r_squared"":0.9938401070289372}}"
52,0,100563.0,0.0,0.0,10.178813963405934,0.9999610151126185,0.0,0.0,0.0,0.0,"{""ASH_COATED_OSMIUM"":{""pnl"":17632.0,""cash"":-662436.0,""position"":68,""slope_per_step"":1.8275426247234263,""r_squared"":0.9991780591366028},""INTARIAN_PEPPER_ROOT"":{""pnl"":82931.0,""cash"":-957061.0,""position"":80,""slope_per_step"":8.351271338682508,""r_squared"":0.999986468778572}}"
53,1,99219.5,0.0,0.0,10.035812647135517,0.9996172826138249,0.0,0.0,0.0,0.0,"{""INTARIAN_PEPPER_ROOT"":{""pnl"":82214.5,""cash"":-967778.0,""position"":75,""slope_per_step"":8.300821874007614,""r_squared"":0.9999618869928597},""ASH_COATED_OSMIUM"":{""pnl"":17005.0,""cash"":-563053.0,""position"":58,""slope_per_step"":1.7349907731279077,""r_squared"":0.991188603746649}}"
54,-1,99159.0,0.0,0.0,9.943866391022464,0.9999401257621272,0.0,0.0,0.0,0.0,"{""INTARIAN_PEPPER_ROOT"":{""pnl"":83064.0,""cash"":-876928.0,""position"":80,""slope_per_step"":8.3687296783211,""r_squared"":0.9999881962028792},""ASH_COATED_OSMIUM"":{""pnl"":16095.0,""cash"":-443951.0,""position"":46,""slope_per_step"":1.5751367127013671,""r_squared"":0.9971040663936797}}"
55,0,100751.79999999993,0.0,0.0,10.158405644513271,0.9998750169777367,0.0,0.0,0.0,0.0,"{""INTARIAN_PEPPER_ROOT"":{""pnl"":82726.79999999993,""cash"":-853266.0,""position"":72,""slope_per_step"":8.321858802083808,""r_squared"":0.9999555546384183},""ASH_COATED_OSMIUM"":{""pnl"":18025.0,""cash"":-782055.0,""position"":80,""slope_per_step"":1.8365468424294684,""r_squared"":0.9984668326162692}}"
56,1,99247.0,0.0,0.0,10.01873368961335,0.9999024308429041,0.0,0.0,0.0,0.0,"{""INTARIAN_PEPPER_ROOT"":{""pnl"":82564.0,""cash"":-1037428.0,""position"":80,""slope_per_step"":8.311972779703737,""r_squared"":0.9999908783442014},""ASH_COATED_OSMIUM"":{""pnl"":16683.0,""cash"":-583377.0,""position"":60,""slope_per_step"":1.706760909909609,""r_squared"":0.9977050802505847}}"
57,-1,101362.29999999993,0.0,0.0,10.183374072826735,0.9999317507149169,0.0,0.0,0.0,0.0,"{""ASH_COATED_OSMIUM"":{""pnl"":18410.0,""cash"":18410.0,""position"":0,""slope_per_step"":1.8323746828257468,""r_squared"":0.9979484604792578},""INTARIAN_PEPPER_ROOT"":{""pnl"":82952.29999999993,""cash"":-841040.0,""position"":77,""slope_per_step"":8.350999390000993,""r_squared"":0.9999862757951884}}"
58,0,98927.29999999993,0.0,0.0,9.981935772974753,0.9999470087489996,0.0,0.0,0.0,0.0,"{""ASH_COATED_OSMIUM"":{""pnl"":16161.0,""cash"":-463887.0,""position"":48,""slope_per_step"":1.6331710022997101,""r_squared"":0.9976984132874716},""INTARIAN_PEPPER_ROOT"":{""pnl"":82766.29999999993,""cash"":-918226.0,""position"":77,""slope_per_step"":8.348764770675057,""r_squared"":0.999964447598243}}"
59,1,98484.59999999998,0.0,0.0,9.932660256396213,0.9999670456491591,0.0,0.0,0.0,0.0,"{""INTARIAN_PEPPER_ROOT"":{""pnl"":81771.59999999998,""cash"":-954221.0,""position"":74,""slope_per_step"":8.252078091948391,""r_squared"":0.9999893346111475},""ASH_COATED_OSMIUM"":{""pnl"":16713.0,""cash"":-703359.0,""position"":72,""slope_per_step"":1.6805821644478216,""r_squared"":0.9989500325629677}}"
60,-1,100932.09999999998,0.0,0.0,10.213636386660154,0.9998178810519306,0.0,0.0,0.0,0.0,"{""ASH_COATED_OSMIUM"":{""pnl"":18707.0,""cash"":-31298.0,""position"":5,""slope_per_step"":1.9409462829894628,""r_squared"":0.997596577916054},""INTARIAN_PEPPER_ROOT"":{""pnl"":82225.09999999998,""cash"":-865767.0,""position"":79,""slope_per_step"":8.272690103670696,""r_squared"":0.9999631997132571}}"
61,0,97300.19999999995,0.0,0.0,9.742980827144413,0.9997309813091425,0.0,0.0,0.0,0.0,"{""INTARIAN_PEPPER_ROOT"":{""pnl"":82414.19999999995,""cash"":-931578.0,""position"":78,""slope_per_step"":8.315328489023889,""r_squared"":0.9999596083933099},""ASH_COATED_OSMIUM"":{""pnl"":14886.0,""cash"":-725188.0,""position"":74,""slope_per_step"":1.4276523381205233,""r_squared"":0.9920914823150444}}"
62,1,100687.5,0.0,0.0,10.086320311596204,0.9999515911889468,0.0,0.0,0.0,0.0,"{""ASH_COATED_OSMIUM"":{""pnl"":17957.0,""cash"":-652110.0,""position"":67,""slope_per_step"":1.7659179188471792,""r_squared"":0.9982944705232394},""INTARIAN_PEPPER_ROOT"":{""pnl"":82730.5,""cash"":-967262.0,""position"":75,""slope_per_step"":8.320402392749024,""r_squared"":0.9999544438974377}}"
63,-1,101786.69999999995,0.0,0.0,10.23589395338113,0.9999622410208266,0.0,0.0,0.0,0.0,"{""ASH_COATED_OSMIUM"":{""pnl"":18456.0,""cash"":-781624.0,""position"":80,""slope_per_step"":1.8396158181121582,""r_squared"":0.9991427016458904},""INTARIAN_PEPPER_ROOT"":{""pnl"":83330.69999999995,""cash"":-792662.0,""position"":73,""slope_per_step"":8.396278135268957,""r_squared"":0.99997896923586}}"
