variant,mean_diff_total,ci_lo_total,ci_hi_total,se_total,mean_diff_boot,ci_lo_boot,ci_hi_boot,mean_diff_per_k,ci_lo_per_k,ci_hi_per_k,mean_diff_osm,ci_lo_osm,ci_hi_osm,mean_diff_pep,ci_lo_pep,ci_hi_pep,day_minus1_n,day_minus1_diff,day_minus1_ci_lo,day_minus1_ci_hi,day_0_n,day_0_diff,day_0_ci_lo,day_0_ci_hi,day_1_n,day_1_diff,day_1_ci_lo,day_1_ci_hi
V5_pep_only_kalman,124.87500000000117,54.297311968810774,195.45268803119154,35.56984579739461,124.87500000000117,64.32400000000372,201.63099999999744,12.487500000000116,5.429731196881077,19.545268803119153,0.0,0.0,0.0,124.87500000000117,54.297311968810774,195.45268803119154,34,85.95294117647127,34.609912210322385,137.29597014262015,33,144.2878787878823,2.3415524132200005,286.23420516254464,33,145.56363636363565,-7.596936349785153,298.72420907705646
V6_no_tick_offset,10.77600000000093,-4.693314792029083,26.245314792030946,7.796247753265807,10.77600000000093,-4.39,26.68,1.0776000000000932,-0.4693314792029083,2.6245314792030947,0.0,0.0,0.0,10.77600000000093,-4.693314792029083,26.245314792030946,34,7.970588235294118,-11.402988394545913,27.344164865134147,33,9.787878787878787,-18.30849947176837,37.88425704752594,33,14.654545454548277,-17.78409975773215,47.093190666828704
