session_id,total_pnl,emerald_pnl,tomato_pnl,emerald_position,tomato_position,emerald_cash,tomato_cash,total_slope_per_step,total_r2,emerald_slope_per_step,emerald_r2,tomato_slope_per_step,tomato_r2,product_stats_json
40,98841.19999999995,0.0,0.0,0,0,0.0,0.0,9.93905559503335,0.9999189954036606,0.0,0.0,0.0,0.0,"{""INTARIAN_PEPPER_ROOT"":{""pnl"":82804.19999999995,""cash"":-931188.0,""position"":78,""slope_per_step"":8.324567783592487,""r_squared"":0.9999817123592504},""ASH_COATED_OSMIUM"":{""pnl"":16037.0,""cash"":-784043.0,""position"":80,""slope_per_step"":1.614487811440878,""r_squared"":0.997531257532356}}"
41,98495.3999999999,0.0,0.0,0,0,0.0,0.0,9.922215044376156,0.9999137740978973,0.0,0.0,0.0,0.0,"{""ASH_COATED_OSMIUM"":{""pnl"":15978.0,""cash"":-784102.0,""position"":80,""slope_per_step"":1.5728990398349905,""r_squared"":0.9958229473255604},""INTARIAN_PEPPER_ROOT"":{""pnl"":82517.3999999999,""cash"":-981475.0,""position"":76,""slope_per_step"":8.34931600454117,""r_squared"":0.9999775852540536}}"
42,100869.5,0.0,0.0,0,0,0.0,0.0,10.11506601223887,0.999823805607274,0.0,0.0,0.0,0.0,"{""ASH_COATED_OSMIUM"":{""pnl"":17566.0,""cash"":-742510.0,""position"":76,""slope_per_step"":1.7536219468062195,""r_squared"":0.9931033436827877},""INTARIAN_PEPPER_ROOT"":{""pnl"":83303.5,""cash"":-816689.0,""position"":75,""slope_per_step"":8.361444065432641,""r_squared"":0.9999856680208802}}"
43,101631.0,0.0,0.0,0,0,0.0,0.0,10.175353503799935,0.999915845445335,0.0,0.0,0.0,0.0,"{""ASH_COATED_OSMIUM"":{""pnl"":18643.0,""cash"":108652.0,""position"":-9,""slope_per_step"":1.8196125596021255,""r_squared"":0.9985627678622225},""INTARIAN_PEPPER_ROOT"":{""pnl"":82988.0,""cash"":-957004.0,""position"":80,""slope_per_step"":8.355740944197809,""r_squared"":0.9999849218091197}}"
44,98063.09999999986,0.0,0.0,0,0,0.0,0.0,9.796483409392039,0.9999148181626404,0.0,0.0,0.0,0.0,"{""ASH_COATED_OSMIUM"":{""pnl"":15133.0,""cash"":-714940.0,""position"":73,""slope_per_step"":1.4376248219522483,""r_squared"":0.9970244243128896},""INTARIAN_PEPPER_ROOT"":{""pnl"":82930.09999999986,""cash"":-1023062.0,""position"":79,""slope_per_step"":8.358858587439785,""r_squared"":0.9999792934623509}}"
45,100204.79999999993,0.0,0.0,0,0,0.0,0.0,10.166809353401293,0.9998253807407445,0.0,0.0,0.0,0.0,"{""ASH_COATED_OSMIUM"":{""pnl"":17725.0,""cash"":-542331.0,""position"":56,""slope_per_step"":1.8087624772296247,""r_squared"":0.9962973732838444},""INTARIAN_PEPPER_ROOT"":{""pnl"":82479.79999999993,""cash"":-781513.0,""position"":72,""slope_per_step"":8.358046876171674,""r_squared"":0.999965618585673}}"
46,99995.0,0.0,0.0,0,0,0.0,0.0,10.044762328277228,0.9999192345019521,0.0,0.0,0.0,0.0,"{""ASH_COATED_OSMIUM"":{""pnl"":17966.0,""cash"":-152051.0,""position"":17,""slope_per_step"":1.7712118449241185,""r_squared"":0.9985554445061942},""INTARIAN_PEPPER_ROOT"":{""pnl"":82029.0,""cash"":-957963.0,""position"":80,""slope_per_step"":8.273550483353105,""r_squared"":0.9999537829695591}}"
47,100849.5,0.0,0.0,0,0,0.0,0.0,10.219912030346311,0.9999482280709481,0.0,0.0,0.0,0.0,"{""INTARIAN_PEPPER_ROOT"":{""pnl"":82817.5,""cash"":-967175.0,""position"":75,""slope_per_step"":8.355155349524749,""r_squared"":0.9999842240703111},""ASH_COATED_OSMIUM"":{""pnl"":18032.0,""cash"":-482018.0,""position"":50,""slope_per_step"":1.8647566808215668,""r_squared"":0.9986832076256775}}"
48,101221.79999999993,0.0,0.0,0,0,0.0,0.0,10.118888382024089,0.9998235690160729,0.0,0.0,0.0,0.0,"{""INTARIAN_PEPPER_ROOT"":{""pnl"":82680.79999999993,""cash"":-781312.0,""position"":72,""slope_per_step"":8.329960782914812,""r_squared"":0.999975946343749},""ASH_COATED_OSMIUM"":{""pnl"":18541.0,""cash"":-611522.0,""position"":63,""slope_per_step"":1.788927599109276,""r_squared"":0.9959476291716058}}"
49,99568.0,0.0,0.0,0,0,0.0,0.0,10.06639987194497,0.9998428593444854,0.0,0.0,0.0,0.0,"{""INTARIAN_PEPPER_ROOT"":{""pnl"":83300.0,""cash"":-956692.0,""position"":80,""slope_per_step"":8.407781828924799,""r_squared"":0.9999912248881043},""ASH_COATED_OSMIUM"":{""pnl"":16268.0,""cash"":-683802.0,""position"":70,""slope_per_step"":1.6586180430201805,""r_squared"":0.9945206859592867}}"
