session_id,day,total_pnl,emerald_pnl,tomato_pnl,total_slope_per_step,total_r2,emerald_slope_per_step,emerald_r2,tomato_slope_per_step,tomato_r2,product_stats_json
80,1,100187.0,0.0,0.0,10.0680500559947,0.9998560174381156,0.0,0.0,0.0,0.0,"{""INTARIAN_PEPPER_ROOT"":{""pnl"":82514.0,""cash"":-1037478.0,""position"":80,""slope_per_step"":8.283247693584691,""r_squared"":0.9999821402863808},""ASH_COATED_OSMIUM"":{""pnl"":17673.0,""cash"":-612390.0,""position"":63,""slope_per_step"":1.7848023624100235,""r_squared"":0.9962822398387896}}"
81,-1,98427.79999999993,0.0,0.0,9.822436581687171,0.9999480994210554,0.0,0.0,0.0,0.0,"{""INTARIAN_PEPPER_ROOT"":{""pnl"":83420.79999999993,""cash"":-780572.0,""position"":72,""slope_per_step"":8.385999002030784,""r_squared"":0.9999680258278975},""ASH_COATED_OSMIUM"":{""pnl"":15007.0,""cash"":-4995.0,""position"":2,""slope_per_step"":1.4364375796563758,""r_squared"":0.9989590273320152}}"
82,0,100756.40000000002,0.0,0.0,10.215550815171722,0.9997767894534073,0.0,0.0,0.0,0.0,"{""ASH_COATED_OSMIUM"":{""pnl"":17820.0,""cash"":-782260.0,""position"":80,""slope_per_step"":1.824963804813638,""r_squared"":0.9969828217259176},""INTARIAN_PEPPER_ROOT"":{""pnl"":82936.40000000002,""cash"":-905056.0,""position"":76,""slope_per_step"":8.39058701035809,""r_squared"":0.9999077854323108}}"
83,1,100668.19999999995,0.0,0.0,10.130299833439993,0.9999147178863868,0.0,0.0,0.0,0.0,"{""INTARIAN_PEPPER_ROOT"":{""pnl"":82684.19999999995,""cash"":-1009308.0,""position"":78,""slope_per_step"":8.318395306256948,""r_squared"":0.9999844845820758},""ASH_COATED_OSMIUM"":{""pnl"":17984.0,""cash"":-672085.0,""position"":69,""slope_per_step"":1.8119045271830452,""r_squared"":0.9982632180182744}}"
84,-1,100194.40000000002,0.0,0.0,10.107048984255504,0.9999443378349252,0.0,0.0,0.0,0.0,"{""INTARIAN_PEPPER_ROOT"":{""pnl"":83442.40000000002,""cash"":-828550.0,""position"":76,""slope_per_step"":8.40945256590754,""r_squared"":0.9999829054305192},""ASH_COATED_OSMIUM"":{""pnl"":16752.0,""cash"":-523302.0,""position"":54,""slope_per_step"":1.6975964183479642,""r_squared"":0.9979914508962763}}"
85,0,100435.0,0.0,0.0,10.158957328782568,0.9999224499675754,0.0,0.0,0.0,0.0,"{""ASH_COATED_OSMIUM"":{""pnl"":18410.0,""cash"":-611653.0,""position"":63,""slope_per_step"":1.8968627673086276,""r_squared"":0.9984058399726323},""INTARIAN_PEPPER_ROOT"":{""pnl"":82025.0,""cash"":-957967.0,""position"":80,""slope_per_step"":8.26209456147394,""r_squared"":0.999958459864101}}"
86,1,97979.0,0.0,0.0,9.811461273906207,0.9998928384293134,0.0,0.0,0.0,0.0,"{""INTARIAN_PEPPER_ROOT"":{""pnl"":82618.0,""cash"":-1037374.0,""position"":80,""slope_per_step"":8.316780676301407,""r_squared"":0.9999840217199237},""ASH_COATED_OSMIUM"":{""pnl"":15361.0,""cash"":-634704.0,""position"":65,""slope_per_step"":1.4946805976048059,""r_squared"":0.9966519970907195}}"
87,-1,100357.0,0.0,0.0,10.014129002460699,0.9998661380606316,0.0,0.0,0.0,0.0,"{""INTARIAN_PEPPER_ROOT"":{""pnl"":82115.0,""cash"":-877877.0,""position"":80,""slope_per_step"":8.230587086091276,""r_squared"":0.9999730821666125},""ASH_COATED_OSMIUM"":{""pnl"":18242.0,""cash"":-771837.0,""position"":79,""slope_per_step"":1.783541916369419,""r_squared"":0.9953794820894755}}"
88,0,98656.09999999998,0.0,0.0,9.925742559510011,0.9998880389601887,0.0,0.0,0.0,0.0,"{""ASH_COATED_OSMIUM"":{""pnl"":15423.0,""cash"":-784657.0,""position"":80,""slope_per_step"":1.5324002221320023,""r_squared"":0.9960458948187795},""INTARIAN_PEPPER_ROOT"":{""pnl"":83233.09999999998,""cash"":-943759.0,""position"":79,""slope_per_step"":8.393342337378009,""r_squared"":0.9999875784225877}}"
89,1,100346.5,0.0,0.0,10.102186221517039,0.9999617482727194,0.0,0.0,0.0,0.0,"{""INTARIAN_PEPPER_ROOT"":{""pnl"":83081.5,""cash"":-966911.0,""position"":75,""slope_per_step"":8.361933524638502,""r_squared"":0.9999855682117774},""ASH_COATED_OSMIUM"":{""pnl"":17265.0,""cash"":-2737.0,""position"":2,""slope_per_step"":1.740252696878527,""r_squared"":0.9988666757886894}}"
